ricf_oid	ba_cn	nacao_uscc	name_set
377	伊金霍洛旗特殊人群救助发展基金会	53150627594601937N	伊金霍洛旗特殊人群救助发展基金会
378	伊金霍洛旗玉良爱心基金会	53150627053905831U	伊金霍洛旗玉良爱心基金会
379	传媒大学教育基金会	53100000500020630M	传媒大学教育基金会
380	余姚市人民教育基金会	53330000501876588L	余姚市人民教育基金会
381	余姚市高级中学教育基金会	533300005018843266	余姚市高级中学教育基金会
382	余彭年慈善基金会	5310000050002165XQ	余彭年慈善基金会
383	佛山市建设文化事业基金会	53440000515356137Y	佛山市建设文化事业基金会
384	佛山市教育基金会	53440000762911484N	佛山市教育基金会
385	佛山市炽昌慈善基金会	53440000663322385E	佛山市炽昌慈善基金会
386	佛山市禅城区见义勇为基金会	53440000724796518J	佛山市禅城区见义勇为基金会
387	佛山市顺德区教育基金会	5344000076291153XL	佛山市顺德区教育基金会
388	佛山市顺德区逢简社区建设基金会	53440606084459432X	佛山市顺德区逢简社区建设基金会
389	保定军校基金会	591300007777217048	保定军校基金会
390	信阳市农民工援助基金会		信阳市农民工援助基金会
391	儋州市传爱教育基金会	53460000594921551U	儋州市传爱教育基金会
392	儋州市思源高级中学首正教育基金会	53460000583948580M	儋州市思源高级中学首正教育基金会
393	儋州市浩然教育基金会	53460000562410335C	儋州市浩然教育基金会
394	儋州市那大镇捐资助教基金会	534600005892653504	儋州市那大镇捐资助教基金会
395	兰坪县大通照昀教育发展基金会	53530000069828156Y	兰坪县大通照昀教育发展基金会
396	兰州交通大学教育发展基金会	5362000008236152XL	兰州交通大学教育发展基金会
397	兰州大学教育发展基金会	531000007178354439	兰州大学教育发展基金会
398	兰州市中小学幼儿教师奖励基金会		兰州市中小学幼儿教师奖励基金会
399	兰州市西固区教育发展基金会	5362000008235651X0	兰州市西固区教育发展基金会
400	兰州市见义勇为基金会	536200005210381439	兰州市见义勇为奖励基金会#兰州市维护社会见义勇为奖励基金会#兰州市见义勇为基金会
401	兰州报恩寺慈善基金会	536200000704277559	兰州报恩寺慈善基金会
402	兰州理工大学教育发展基金会	53620000073562178J	兰州理工大学教育发展基金会
403	兰溪市教育基金会	533300007639269521	兰溪市教育基金会
404	兴化市慈善基金会		兴化市慈善基金会
405	兴化市见义勇为基金会	53320000509161413P	兴化市见义勇为基金会
406	兴化新华爱心基金会	533200005091614565	兴化新华爱心基金会
407	兴安盟人民教育基金会	53150000MJ2227718M	兴安盟人民教育基金会
408	兴安盟扶贫基金会	53150000686513096W	兴安盟扶贫基金会
409	内江市市中区教育基金会	53510000694844960G	内江市市中区教育基金会
410	内蒙古乌拉特后旗盛安爱心济困基金会	5315082559460808XW	内蒙古乌拉特后旗盛安爱心济困基金会
411	内蒙古云曙碧公益事业基金会	53150000695910499D	内蒙古云曙碧公益事业基金会
412	内蒙古元和爱心基金会	531500000821888279	内蒙古元和爱心基金会
413	内蒙古公益事业发展基金会	53150000674361750J	内蒙古公益事业发展基金会#内蒙古包头市爱心慈善基金会
414	内蒙古包头市青山区教育基金会	5315020006754466XR	内蒙古包头市青山区教育基金会
415	内蒙古双秀农村教育发展基金会	53150000082168789G	内蒙古双秀农村教育发展基金会
416	内蒙古天佑公益慈善基金会	5315030058882240XA	内蒙古天佑公益慈善基金会
417	内蒙古天隆公益慈善基金会	53150000566936748M	内蒙古天隆公益慈善基金会
418	内蒙古富亚高校扶困助学教育发展基金会	5315000050270194XC	内蒙古富亚高校扶困助学教育发展基金会
419	内蒙古小肥羊公益事业基金会	53150000561235918M	内蒙古小肥羊公益事业基金会
420	内蒙古巴林左旗·东阿阿胶扶贫基金会	53150000676904261D	内蒙古巴林左旗·东阿阿胶扶贫基金会#内蒙古巴林左旗东阿阿胶扶贫基金会
421	内蒙古师范大学教育发展基金会	531500005669454687	内蒙古师范大学教育发展基金会
422	内蒙古库布其慈善基金会	53150000552817529M	内蒙古库布其慈善基金会
423	内蒙古弘业光彩事业基金会	53150300680003984E	乌海市光彩事业弘业扶困助学基金会#内蒙古弘业光彩事业扶困助学基金会#内蒙古弘业光彩事业基金会
424	内蒙古李琳公益慈善基金会	531500005732595114	内蒙古李琳公益慈善基金会
425	内蒙古来喜公益基金会	53150300552816227N	内蒙古来喜公益基金会
426	内蒙古林来嵘慈善事业发展基金会	5315023579718503XW	内蒙古林来嵘慈善事业发展基金会
427	内蒙古民族大学教育基金会	531500000650398112	内蒙古民族大学教育基金会
428	内蒙古民族教育发展基金会	5315000068340509XM	内蒙古民族教育发展基金会
429	内蒙古民族文化发展基金会	53150000581771347N	内蒙古民族文化发展基金会
430	内蒙古民族民间文化遗产保护基金会	53150000699487819G	内蒙古民族民间文化遗产保护基金会
431	内蒙古民族青年文化艺术基金会	531500006928722041	内蒙古民族青年文化艺术基金会
432	内蒙古民萌北方生态研究基金会	53150000690065636X	内蒙古民萌北方生态研究基金会
433	内蒙古永业公益基金会	531500005817580706	内蒙古永业公益基金会
434	内蒙古汇能慈善基金会	5315000067068320XP	内蒙古汇能慈善基金会
435	内蒙古河套文化发展基金会	53150000MJ2227064N	内蒙古河套文化发展基金会
436	内蒙古治理荒漠化基金会	53150000552815662B	内蒙古治理荒漠化基金会
437	内蒙古清格尔泰蒙古语言文化基金会	53150000578897133L	内蒙古清格尔泰蒙古语言文化基金会
438	内蒙古爱心养老基金会	53150000585166283E	内蒙古爱心养老基金会
439	内蒙古电力公司扶贫济困基金会	53150000783038370Q	内蒙古电力公司扶贫济困基金会
440	内蒙古社会治安见义勇为基金会	53150000K05450110B	内蒙古社会治安见义勇为基金会
441	内蒙古科学文化发展基金会	53150000588819315N	内蒙古科学文化发展基金会
442	内蒙古维多利慈善基金会	53150000070117060E	内蒙古维多利亚慈善基金会#内蒙古维多利慈善基金会
443	内蒙古自治区人民教育基金会	53150000502699165K	内蒙古人民教育基金会#内蒙古自治区人民教育基金会
444	内蒙古自治区儿童基金会	53150000460050391T	内蒙古自治区儿童基金会
445	内蒙古自治区公安民警优抚基金会	531500007870972048	内蒙古自治区公安民警优抚基金会
446	内蒙古自治区扶贫基金会	531500005027010260	内蒙古自治区扶贫基金会
447	内蒙古自治区文艺创作基金会	531500005026997127	内蒙古自治区文艺创作基金会
448	内蒙古自治区残疾人福利基金会	53150000502698736E	内蒙古自治区残疾人福利基金会
449	内蒙古自治区青少年发展基金会	5315000050269943XU	内蒙古自治区青少年发展基金会
450	内蒙古自治区马业发展基金会	531500006900549298	内蒙古自治区马业发展基金会
451	内蒙古草原文化保护发展基金会	53150000783038426U	内蒙古草原文化保护发展基金会
452	内蒙古草原英雄小姐妹爱国教育基金会	531500005554754562	内蒙古草原英雄小姐妹爱国教育基金会
453	内蒙古蒙元文化基金会		内蒙古蒙元文化基金会
454	内蒙古蒙古学百科全书基金会	531500007830260461	内蒙古蒙古学百科全书基金会
455	内蒙古蒙古族文化遗产保护与发展基金会	5315000068341536XB	内蒙古蒙古族文化遗产保护与发展基金会
456	内蒙古西蒙公益基金会	53150000578876383E	内蒙古西蒙公益基金会
457	内蒙古鄂尔多斯商会助学基金会	531500005612220172	内蒙古鄂尔多斯商会助学基金会
458	内蒙古鄂尔多斯市扶贫基金会	53150600695927741R	内蒙古鄂尔多斯市扶贫基金会
459	内蒙古锡林郭勒盟草原110奖励基金会		内蒙古锡林郭勒盟草原110奖励基金会
460	内蒙古防沙治沙基金会	53150000667315211U	内蒙古防沙治沙基金会
461	内蒙古隆扬特殊教育基金会	53150621676918196B	内蒙古隆扬特殊教育基金会
462	内蒙古霍林郭勒市吾义救助基金会	531505816673152628	内蒙古霍林郭勒市吾义救助基金会
463	内蒙古青年创业就业基金会	53150000699460253X	内蒙古青年创业就业基金会
464	冷水江市教育基金会	534300005659279978	冷水江市教育基金会
465	准格尔旗教育发展基金会	531500006900920448	准格尔旗教育发展基金会
466	凉山州关心下一代基金会	53510000080728391G	凉山州关心下一代基金会
467	凉山州教育基金会	53510000MJQ070224F	凉山州教育基金会
468	凯风公益基金会	53100000500020411B	凯风公益基金会
469	刘天华阿炳中国民族音乐基金会	53320000509159751Q	刘天华阿炳中国民族音乐基金会
470	刘彪慈善基金会	53100000717833640W	刘彪慈善基金会
471	剑阁县教育基金会	53510000504558753C	剑阁县教育基金会
472	包商银行公益基金会	531000007178346518	包商银行公益基金会
473	包头宝隆爱心公益基金会	53150000692887174E	包头宝隆爱心公益基金会
474	包头市奶产业风险基金会	53150000776145389T	包头市奶产业风险基金会
475	包头市扶贫基金会	53150000MJ2227072H	包头市扶贫基金会
476	包头市社会治安见义勇为基金会	531502006609900546	包头市社会治安见义勇为基金会
477	包头教育基金会		包头教育基金会
478	北京SMC教育基金会	531100006738011016	北京SMC教育基金会
479	北京沃启公益基金会	53110000673805241W	北京沃启公益基金会#北京万通公益基金会
480	北京三一公益基金会	531100000854707219	北京三一公益基金会
