,ba_cn,fa_accoe_last,fa_accoe_this,fa_accos_last,fa_accos_this,fa_accou_last,fa_accou_this,fa_adexe_last,fa_adexe_this,fa_adexs_last,fa_adexs_this,fa_adexu_last,fa_adexu_this,fa_asine_last,fa_asine_this,fa_asins_last,fa_asins_this,fa_asinu_last,fa_asinu_this,fa_cotoe_last,fa_cotoe_this,fa_cotos_last,fa_cotos_this,fa_cotou_last,fa_cotou_this,fa_dine_last,fa_dine_this,fa_dins_last,fa_dins_this,fa_dinu_last,fa_dinu_this,fa_etoue_last,fa_etoue_this,fa_etous_last,fa_etous_this,fa_etouu_last,fa_etouu_this,fa_fuexe_last,fa_fuexe_this,fa_fuexs_last,fa_fuexs_this,fa_fuexu_last,fa_fuexu_this,fa_gine_last,fa_gine_this,fa_gins_last,fa_gins_this,fa_ginu_last,fa_ginu_this,fa_gse_last,fa_gse_this,fa_gss_last,fa_gss_this,fa_gsu_last,fa_gsu_this,fa_inine_last,fa_inine_this,fa_inins_last,fa_inins_this,fa_ininu_last,fa_ininu_this,fa_intoe_last,fa_intoe_this,fa_intos_last,fa_intos_this,fa_intou_last,fa_intou_this,fa_neche_last,fa_neche_this,fa_nechs_last,fa_nechs_this,fa_nechu_last,fa_nechu_this,fa_otexe_last,fa_otexe_this,fa_otexs_last,fa_otexs_this,fa_otexu_last,fa_otexu_this,fa_otine_last,fa_otine_this,fa_otins_last,fa_otins_this,fa_otinu_last,fa_otinu_this,fa_pine_last,fa_pine_this,fa_pins_last,fa_pins_this,fa_pinu_last,fa_pinu_this,fa_sine_last,fa_sine_this,fa_sins_last,fa_sins_this,fa_sinu_last,fa_sinu_this,fp_yr,name,ricf_oid
24,河南省黄河科技学院教育发展基金会,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,河南省黄河科技学院教育发展基金会,4905.0
25,吉林省大禹助学基金会,0.00,0.00,"868,150.00","400,500.00","868,150.00","400,500.00",0.00,0.00,"5,500.00","5,500.00","5,500.00","5,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"873,751.26","406,761.49","873,751.26","406,761.49",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.26,761.49,101.26,761.49,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-873,751.26","-406,761.49","-873,751.26","-406,761.49",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,吉林省大禹助学基金会,917.0
26,武汉白鱀豚保护基金会,"1,056,147.10","1,508,606.17","1,056,147.10","1,508,606.17",0.00,0.00,"75,936.46","82,907.21","75,936.46","82,907.21",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,135,251.09","1,526,084.00","1,135,251.09","1,526,084.00",0.00,0.00,"2,110,686.93","601,638.27","2,110,686.93","601,638.27",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-65,429.38",0.00,"-65,429.38",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"2,153,791.86","601,638.27","2,153,791.86","601,638.27",0.00,0.00,"1,018,540.77","-924,445.73","1,018,540.77","-924,445.73",0.00,0.00,"3,167.53",0.00,"3,167.53",0.00,0.00,0.00,"43,104.93",0.00,"43,104.93",0.00,0.00,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,武汉白鱀豚保护基金会,1864.0
27,天津市网球发展基金会,0.00,0.00,"1,880,675.00","870,000.00","1,880,675.00","870,000.00",0.00,0.00,"7,715.00","18,916.70","7,715.00","18,916.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,888,390.00","888,916.70","1,888,390.00","888,916.70",0.00,0.00,"200,000.00","200,000.00","200,000.00","200,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,1007000,1000000,1007000,1000000,0.00,0.00,"1,224,535.84","1,208,050.02","1,224,535.84","1,208,050.02",0.00,0.00,"-663,854.16","319,133.16","-663,854.16","319,133.16",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,535.84","8,050.02","17,535.84","8,050.02",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,天津市网球发展基金会,1095.0
28,青岛理工大学教育发展基金会,"217,645.00","540,000.00","217,645.00","540,000.00",0.00,0.00,0.00,658.00,"2,000.00","9,058.00","2,000.00","8,400.00",0.00,0.00,0.00,0.00,0.00,0.00,"217,645.00","540,658.00","219,645.00","549,058.00","2,000.00","8,400.00","300,000.00","1,046,000.30","302,000.00","1,076,000.30","2,000.00","30,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,"300,000.00","1,046,000.30","310,111.98","1,084,989.03","10,111.98","38,988.73","82,355.00","505,342.30","90,466.98","535,931.03","8,111.98","30,588.73",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,111.98","8,988.73","8,111.98","8,988.73",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,青岛理工大学教育发展基金会,3612.0
29,纺织之光科技教育基金会,0.00,0.00,"9,314,741.58","9,298,565.14","9,314,741.58","9,298,565.14",0.00,0.00,"877,960.95","943,352.10","877,960.95","943,352.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,192,702.53","10,241,917.24","10,192,702.53","10,241,917.24","1,000,000.00",0.00,"5,623,160.00","5,100,000.00","4,623,160.00","5,100,000.00","-839,882.08","-688,003.18",0.00,0.00,"839,882.08","688,003.18",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,9455133.72,7133145.47,9455133.72,7133145.47,"1,000,000.00",0.00,"15,203,840.40","12,399,480.67","14,203,840.40","12,399,480.67","160,117.92","-688,003.18","5,011,137.87","2,157,563.43","4,851,019.95","2,845,566.61",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"125,546.68","166,335.20","125,546.68","166,335.20",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,纺织之光科技教育基金会,2844.0
30,石狮市蔡经阳慈善基金会,0.00,0.00,"1,167,300.00","984,000.00","1,167,300.00","984,000.00",0.00,0.00,0.00,"41,054.40",0.00,"41,054.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,167,300.00","1,025,054.40","1,167,300.00","1,025,054.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,"400,052.28","52,087.13","400,052.28","52,087.13",0.00,0.00,"-767,247.72","-972,967.27","-767,247.72","-972,967.27",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"400,052.28","52,087.13","400,052.28","52,087.13",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,石狮市蔡经阳慈善基金会,2741.0
31,福建师范大学附属中学正祥教育基金会,0.00,0.00,"1,096,836.50","1,633,995.23","1,096,836.50","1,633,995.23",0.00,0.00,"30,957.10","34,345.38","30,957.10","34,345.38",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,127,793.60","1,668,340.61","1,127,793.60","1,668,340.61",0.00,0.00,"10,210,000.00","830,000.00","10,210,000.00","830,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,287,628.46","924,652.37","10,287,628.46","924,652.37",0.00,0.00,"9,159,834.86","-743,688.24","9,159,834.86","-743,688.24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"77,628.46","94,652.37","77,628.46","94,652.37",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,福建师范大学附属中学正祥教育基金会,2768.0
32,浙江海善公益基金会,0.00,0.00,0.00,"55,639.31",0.00,"55,639.31",0.00,0.00,0.00,"8,961.02",0.00,"8,961.02",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"64,612.89",0.00,"64,612.89",0.00,0.00,0.00,"5,400.00",0.00,"5,400.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.56,0.00,12.56,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,0.00,"8,801.81",0.00,"8,801.81",0.00,0.00,0.00,"-55,811.08",0.00,"-55,811.08",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,401.81",0.00,"3,401.81",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,浙江海善公益基金会,4711.0
33,中国社会福利基金会,0.00,0.00,"164,789,732.40","244,581,651.16","164,789,732.40","244,581,651.16",0.00,0.00,"3,456,015.37","5,098,639.08","3,456,015.37","5,098,639.08",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"168,245,747.77","249,682,285.24","168,245,747.77","249,682,285.24","244,178,938.10","270,680,531.19","244,178,938.10","270,680,531.19",0.00,0.00,"-174,257,963.16","-251,572,221.53",0.00,0.00,"174,257,963.16","251,572,221.53",0.00,0.00,0.00,0.00,0.00,0.00,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",0.00,0.00,,,,,,,0,0,0,0,0,0,"245,178,938.10","271,680,531.19","253,517,102.14","281,431,106.59","8,338,164.04","9,750,575.40","70,920,974.94","20,108,309.66","85,271,354.37","31,748,821.35","14,350,379.43","11,640,511.69",0.00,0.00,0.00,"1,995.00",0.00,"1,995.00",0.00,0.00,"8,338,164.04","9,750,575.40","8,338,164.04","9,750,575.40",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,中国社会福利基金会,259.0
34,桃源居公益事业发展基金会,"24,000,000.00",0.00,"36,043,778.30","8,638,787.83","12,043,778.30","8,638,787.83",0.00,0.00,"804,891.46","850,891.87","804,891.46","850,891.87",0.00,0.00,0.00,0.00,0.00,0.00,"24,000,000.00",0.00,"36,851,123.62","9,492,311.33","12,851,123.62","9,492,311.33","24,000,000.00",0.00,"30,000,000.00","1,550,000.00","6,000,000.00","1,550,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,453.86","2,631.63","2,453.86","2,631.63",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,6953730.13,7988155.54,6953730.13,7988155.54,"24,000,000.00",0.00,"36,989,853.82","9,560,635.29","12,989,853.82","9,560,635.29",0.00,0.00,"138,730.20","68,323.96","138,730.20","68,323.96",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"36,123.69","22,479.75","36,123.69","22,479.75",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,桃源居公益事业发展基金会,1834.0
35,重庆市残疾人福利基金会,"29,371,307.97","34,301,516.93","34,315,242.09","38,089,146.87","4,943,934.12","3,787,629.94","187,677.24","207,871.62","874,413.93","1,028,246.29","686,736.69","820,374.67",0.00,0.00,0.00,0.00,0.00,0.00,"29,576,273.21","34,540,475.05","35,432,565.48","39,451,568.30","5,856,292.27","4,911,093.25","38,364,333.34","41,161,795.04","38,818,746.74","41,454,033.96","454,413.40","292,238.92","-875,738.58","453,153.18",0.00,0.00,"875,738.58","-453,153.18","17,288.00","31,086.50","242,909.46","334,175.14","225,621.46","303,088.64","160,000.00",0.00,"660,000.00","500,000.00","500,000.00","500,000.00",,,,,,,0,0,139715.64,455431.84,139715.64,455431.84,"38,524,333.34","41,311,795.04","39,727,948.27","42,688,136.14","1,203,614.93","1,376,341.10","8,072,321.55","1,826,193.85","4,295,382.79","3,236,956.91","-3,776,938.76","1,410,763.06",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"109,485.89","128,670.34","109,485.89","128,670.34",0.0,0.0,0.00,0.00,0.00,0.00,0.00,"150,000.00",0.00,"150,000.00",0.00,0.00,2015,重庆市残疾人福利基金会,3423.0
36,天津宝坻桑梓助学基金会,0.00,0.00,"3,325,540.10","4,230,859.00","3,325,540.10","4,230,859.00",0.00,0.00,"285,932.95","299,653.29","285,932.95","299,653.29",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,611,473.05","4,530,512.29","3,611,473.05","4,530,512.29","4,900,000.00",0.00,"4,925,300.00","27,800.00","25,300.00","27,800.00",0.00,"-2,500,000.00",0.00,0.00,0.00,"2,500,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,"7,400,000.00",0.00,"10,400,766.39","7,007,112.19","3,000,766.39","7,007,112.19","7,400,000.00","-2,500,000.00","6,789,293.34","2,476,599.90","-610,706.66","4,976,599.90",0.00,0.00,0.00,0.00,0.00,0.00,"2,500,000.00",0.00,"5,475,466.39","6,979,312.19","2,975,466.39","6,979,312.19",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,天津宝坻桑梓助学基金会,1062.0
37,河南省荆浩非物质文化遗产传承发展基金会,0.00,0.00,"6,810,939.31","99,010.00","6,810,939.31","99,010.00",0.00,0.00,"1,045,274.51","185,338.50","1,045,274.51","185,338.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,857,582.42","284,560.50","7,857,582.42","284,560.50",0.00,0.00,"1,986,162.01",0.00,"1,986,162.01",0.00,0.00,0.00,"1,000,000.00",0.00,"1,000,000.00",0.00,0.00,0.00,"1,368.60",212.00,"1,368.60",212.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,"2,005,808.54",424.40,"2,005,808.54",424.40,0.00,0.00,"-4,851,773.88","-284,136.10","-4,851,773.88","-284,136.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"19,646.53",424.40,"19,646.53",424.40,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,河南省荆浩非物质文化遗产传承发展基金会,2151.0
38,长沙市教育基金会,"274,082.50","2,053,980.00","3,700,282.50","5,653,987.00","3,426,200.00","3,600,007.00",0.00,0.00,"171,200.84","184,091.40","171,200.84","184,091.40",0.00,0.00,0.00,0.00,0.00,0.00,"274,082.50","2,053,980.00","4,298,320.96","6,447,809.01","4,024,238.46","4,393,829.01","45,000,000.00","46,185,000.00","47,581,000.00","49,407,500.00","2,581,000.00","3,222,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"426,837.62","609,730.61","426,837.62","609,730.61",0.00,0.00,"700,000.00","700,000.00","700,000.00","700,000.00",,,,,,,0,0,0,1141787.86,0,1141787.86,"45,000,000.00","46,185,000.00","49,824,085.90","52,620,983.70","4,824,085.90","6,435,983.70","44,725,917.50","44,131,020.00","45,525,764.94","46,173,174.69","799,847.44","2,042,154.69",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,543,085.90","1,371,695.84","1,543,085.90","1,371,695.84",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,长沙市教育基金会,3146.0
39,大连市青少年发展基金会,0.00,0.00,"20,826,687.60","17,667,593.14","20,826,687.60","17,667,593.14",0.00,0.00,"63,034.80","40,248.20","63,034.80","40,248.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"20,889,722.40","17,707,841.34","20,889,722.40","17,707,841.34","27,145,795.53","18,372,953.49","27,305,697.33","18,621,924.43","159,901.80","248,970.94","-20,826,687.60","-17,667,593.14",0.00,0.00,"20,826,687.60","17,667,593.14",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,"27,145,795.53","18,372,953.49","27,801,283.55","19,127,907.82","655,488.02","754,954.33","6,319,107.93","705,360.35","6,911,561.15","1,420,066.48","592,453.22","714,706.13",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"495,586.22","505,983.39","495,586.22","505,983.39",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,大连市青少年发展基金会,1053.0
40,贵州省妇女儿童发展基金会,"20,955,303.50","22,333,293.44","21,117,134.10","23,752,912.94","161,830.60","1,419,619.50",0.00,0.00,"246,484.74","318,740.07","246,484.74","318,740.07",0.00,0.00,0.00,0.00,0.00,0.00,"20,955,303.50","22,333,293.44","21,376,286.84","24,139,397.01","420,983.34","1,806,103.57","18,307,474.50","22,126,302.76","18,685,589.18","23,520,105.98","378,114.68","1,393,803.22",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,668.00","67,744.00","12,668.00","67,744.00",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,140000,343000,140000,343000,"18,307,474.50","22,126,302.76","18,861,652.72","23,881,014.01","554,178.22","1,754,711.25","-2,647,829.00","-206,990.68","-2,514,634.12","-258,383.00","133,194.88","-51,392.32",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"36,063.54","17,908.03","36,063.54","17,908.03",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,贵州省妇女儿童发展基金会,2966.0
41,传媒大学教育基金会,"10,092,841.85","6,026,033.43","14,688,544.02","6,026,033.43","4,595,702.17",0.00,0.00,0.00,"177,977.50","267,120.97","177,977.50","267,120.97",0.00,0.00,0.00,0.00,0.00,0.00,"10,092,841.85","6,026,033.43","14,866,521.52","6,293,154.40","4,773,679.67","267,120.97","12,988,500.00","15,405,020.00","33,588,500.00","15,405,020.00","20,600,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,302500.22,0,302500.22,"12,988,500.00","15,405,020.00","33,683,129.75","15,729,230.13","20,694,629.75","324,210.13","2,895,658.15","9,378,986.57","18,816,608.23","9,436,075.73","15,920,950.08","57,089.16",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"94,629.75","21,709.91","94,629.75","21,709.91",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,传媒大学教育基金会,379.0
42,重庆浙商爱心基金会,0.00,0.00,"3,109,933.89","2,597,322.10","3,109,933.89","2,597,322.10",0.00,0.00,"329,423.23","256,873.63","329,423.23","256,873.63",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,473,996.09","2,871,786.46","3,473,996.09","2,871,786.46",0.00,0.00,"2,611,701.30","2,512,218.08","2,611,701.30","2,512,218.08",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,"3,219,256.87","2,815,622.98","3,219,256.87","2,815,622.98",0.00,0.00,"-254,739.22","-56,163.48","-254,739.22","-56,163.48",0.00,0.00,"34,638.97","17,590.73","34,638.97","17,590.73",0.00,0.00,"607,555.57","303,404.90","607,555.57","303,404.90",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,重庆浙商爱心基金会,3433.0
43,贵州省宏立城公益基金会,0.00,0.00,"25,679,906.30","38,964,720.00","25,679,906.30","38,964,720.00",0.00,0.00,"418,784.10","1,018,455.35","418,784.10","1,018,455.35",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"26,476,970.59","40,005,483.05","26,476,970.59","40,005,483.05",0.00,0.00,"60,200,000.00",0.00,"60,200,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"366,989.19","14,008.20","366,989.19","14,008.20",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,"60,410,335.56","12,664.51","60,410,335.56","12,664.51",0.00,0.00,"33,933,364.87","-39,992,818.54","33,933,364.87","-39,992,818.54",0.00,0.00,"11,291.00","8,299.50","11,291.00","8,299.50",0.00,0.00,"210,335.56","12,664.51","210,335.56","12,664.51",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,贵州省宏立城公益基金会,2969.0
44,云南省残疾人福利基金会,"5,136,472.87","9,067,607.99","5,139,093.67","9,151,721.99","2,620.80","84,114.00",0.00,0.00,"198,696.41","294,981.16","198,696.41","294,981.16",0.00,0.00,0.00,0.00,0.00,0.00,"5,136,472.87","9,067,607.99","5,337,790.08","8,987,386.02","201,317.21","-80,221.97","8,050,796.14","9,191,324.37","8,050,796.14","9,208,724.37",0.00,"17,400.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-459,317.13",0.00,"-459,317.13",0.00,0.00,"300,000.00",0.00,"300,000.00",0.00,,,,,,,0,0,0,378114.13,0,378114.13,"8,050,796.14","9,191,324.37","8,405,234.25","9,586,838.50","354,438.11","395,514.13","2,914,323.27","123,716.38","3,067,444.17","599,452.48","153,120.90","475,736.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"54,438.11",0.00,"54,438.11",0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,云南省残疾人福利基金会,340.0
45,中华文学基金会,0.00,0.00,"11,760,025.74","12,976,662.13","11,760,025.74","12,976,662.13",0.00,0.00,"719,430.92","760,904.14","719,430.92","760,904.14",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,518,174.26","13,792,728.44","12,518,174.26","13,792,728.44","15,391,356.00","10,163,000.00","15,391,356.00","10,163,000.00",0.00,0.00,"-16,377,420.35","-11,449,411.07",0.00,0.00,"16,377,420.35","11,449,411.07",0.00,0.00,"38,717.60","55,162.17","38,717.60","55,162.17",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,"15,391,356.00","10,163,000.00","15,405,484.43","10,698,450.16","14,128.43","535,450.16","-986,064.35","-1,286,411.07","2,887,310.17","-3,094,278.28","3,873,374.52","-1,807,867.21",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,128.43","5,450.16","14,128.43","5,450.16",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"530,000.00",0.00,"530,000.00",2015,中华文学基金会,186.0
46,中国益民文化建设基金会,"30,000.00",0.00,"2,527,000.00","1,148,000.00","2,497,000.00","1,148,000.00",0.00,0.00,"192,324.41","108,555.05","192,324.41","108,555.05",0.00,0.00,0.00,0.00,0.00,0.00,"30,000.00",0.00,"2,719,479.91","1,256,664.05","2,689,479.91","1,256,664.05",0.00,0.00,"1,260,000.00",0.00,"1,260,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,"1,531,865.96","381,998.91","1,531,865.96","381,998.91","-30,000.00",0.00,"-1,187,613.95","-874,665.14","-1,157,613.95","-874,665.14",0.00,0.00,155.50,109.00,155.50,109.00,0.00,0.00,"271,865.96","381,998.91","271,865.96","381,998.91",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,中国益民文化建设基金会,257.0
47,中国马克思主义研究基金会,0.00,0.00,"4,730,222.24","7,370,370.71","4,730,222.24","7,370,370.71",0.00,0.00,"339,632.69","228,323.53","339,632.69","228,323.53",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,093,181.64","8,567,825.22","5,093,181.64","8,567,825.22","6,630,000.00",0.00,"6,630,000.00",0.00,0.00,0.00,"-4,180,273.40","-6,889,061.42",0.00,0.00,"4,180,273.40","6,889,061.42",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,255000,382500,2202916.67,382500,1947916.67,"6,630,000.00","255,000.00","8,688,933.30","2,974,348.52","2,058,933.30","2,719,348.52","2,449,726.60","-6,634,061.42","3,595,751.66","-5,593,476.70","1,146,025.06","1,040,584.72",0.00,0.00,"23,326.71","969,130.98","23,326.71","969,130.98",0.00,0.00,"1,676,433.30","771,431.85","1,676,433.30","771,431.85",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,中国马克思主义研究基金会,278.0
48,大连市妇女儿童发展基金会,0.00,0.00,"3,228,091.52","2,043,795.27","3,228,091.52","2,043,795.27",0.00,0.00,"179,248.23","119,513.58","179,248.23","119,513.58",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,407,339.75","2,163,308.85","3,407,339.75","2,163,308.85","2,230,000.00","1,260,363.80","2,581,585.00","2,501,452.20","351,585.00","1,241,088.40","-2,336,882.06","-2,043,795.27",0.00,0.00,"2,336,882.06","2,043,795.27",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,"2,230,000.00","1,260,363.80","2,705,084.76","2,515,878.62","475,084.76","1,255,514.82","-106,882.06","-783,431.47","-702,254.99","352,569.77","-595,372.93","1,136,001.24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"123,499.76","14,426.42","123,499.76","14,426.42",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,大连市妇女儿童发展基金会,1046.0
49,辽宁省众德慈善基金会,0.00,0.00,0.00,"93,963.00",0.00,"93,963.00",0.00,0.00,0.00,"6,037.00",0.00,"6,037.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,"2,008,565.23",0.00,"2,008,565.23",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,0.00,"2,008,939.29",0.00,"2,008,939.29",0.00,0.00,0.00,"1,908,939.29",0.00,"1,908,939.29",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,374.06,0.00,374.06,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,辽宁省众德慈善基金会,4434.0
