Unnamed: 0	ba_cn	fp_agas_begin	fp_agas_end	fp_agd_begin	fp_agd_end	fp_asto_begin	fp_asto_end	fp_clas_begin	fp_clas_end	fp_csh_begin	fp_csh_end	fp_deex_begin	fp_deex_end	fp_det_begin	fp_det_end	fp_fias_begin	fp_fias_end	fp_fide_begin	fp_fide_end	fp_fifx_begin	fp_fifx_end	fp_fior_begin	fp_fior_end	fp_fito_begin	fp_fito_end	fp_flde_begin	fp_flde_end	fp_fra_begin	fp_fra_end	fp_inbu_begin	fp_inbu_end	fp_ldto_begin	fp_ldto_end	fp_lims_begin	fp_lims_end	fp_lobo_begin	fp_lobo_end	fp_lode_begin	fp_lode_end	fp_lopa_begin	fp_lopa_end	fp_lost_begin	fp_lost_end	fp_loto_begin	fp_loto_end	fp_noas_begin	fp_noas_end	fp_ntt_begin	fp_ntt_end	fp_ode_begin	fp_ode_end	fp_onin_begin	fp_onin_end	fp_otde_begin	fp_otde_end	fp_otfl_begin	fp_otfl_end	fp_otld_begin	fp_otld_end	fp_prde_begin	fp_prde_end	fp_prex_begin	fp_prex_end	fp_prp_begin	fp_prp_end	fp_rec_begin	fp_rec_end	fp_rm_begin	fp_rm_end	fp_shbo_begin	fp_shbo_end	fp_shpa_begin	fp_shpa_end	fp_shsa_begin	fp_shsa_end	fp_shta_begin	fp_shta_end	fp_sti_begin	fp_sti_end	fp_tofl_begin	fp_tofl_end	fp_tt_begin	fp_tt_end	fp_unls_begin	fp_unls_end	fp_yr	ricf_oid
377	青海省残疾人福利基金会	0	0	0	0	6,585,774.27	6,048,108.96	0	0	5,260,624.27	4,722,958.96	0	0	0	0	1,303,350	1,303,350	0	0	0	0	1,303,350	1,303,350	1,303,350	1,303,350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,585,774.27	6,048,108.96	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	21,800	21,800	0	0	0	0	0	0	0	0	0	0	0	0	5,282,424.27	4,744,758.96	6,585,774.27	6,048,108.96	6,585,774.27	6,048,108.96	2015	3260
378	广东省鹏峰慈善基金会		0.00		0.00		1,191,106.98		0.00		1,191,106.98		0.00		124,800.00		0.00		0.00		0.00		0.00		0.00		124,800.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,066,306.98		0.00		0.00		123,800.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		1,000.00		0.00		0.00		1,191,106.98		1,191,106.98		1,066,306.98	2015	1576
379	深圳市人口基金会																																																																																					2015	2400
380	广州市促进文化艺术发展繁荣基金会		0.00		0.00		13,941,140.28		0.00		13,934,165.70		0.00		992.38		6,728.88		19,901.12		0.00		26,630.00		6,728.88		992.38				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		13,940,147.90		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		245.70				0.00		0.00		0.00		992.38		0.00		13,934,411.40		13,941,140.28		13,940,147.90	2015	1587
381	青海省噶千慈爱基金会																																																																																					2015	3254
382	从化市见义勇为基金会		0.00		0.00		4,189,779.51		0.00		4,189,779.51		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		4,190,089.51		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		4,189,779.51		4,190,089.51		4,190,089.51	2015	367
383	青海省福瑞慈善基金会	0	0	0	0	5,094,937.8	8,418,302.55	0	0	5,094,937.8	1,522,806.48	0	0	748,841	-159	0	0	0	0	0	0	0	0	0	0	748,841	-159	0	0	0	0	0	0	4,270,187.01	8,311,816.47	0	0	0	0	0	0	0	0	0	0	0	0	4,346,096.8	8,418,461.55	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	6,895,496.07	0	0	0	0	0	0	748,841	-159	0	0	0	0	0	0	5,094,937.8	8,418,302.55	5,094,937.8	8,418,302.55	75,909.79	106,645.08	2015	3265
384	青海冬虫夏草与人类健康研究发展基金会	0	0	0	0	1,363,436.36	2,139,701.68	0	0	53,580.8	2,131,396.12	0	0	0	0	5,855.56	4,305.56	344.44	1,894.44	0	0	6,200	6,200	5,855.56	4,305.56	0	0	0	0	0	0	0	0	2,000,000	2,000,000	0	0	0	0	0	0	0	0	0	0	0	0	1,363,436.36	2,139,701.68	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	1,304,000	4,000	0	0	0	0	0	0	0	0	0	0	0	0	1,357,580.8	2,135,396.12	1,363,436.36	2,139,701.68	-636,563.64	139,701.68	2015	3250
385	中国航天基金会	0	0	0	0	132,436,813.04	130,822,090.97	0	0	10,435,797.24	29,427,926.01	0	0	831,225.48	404,708.95	2,001,015.8	1,794,164.96	1,197,709.2	1,404,560.04	0	0	3,198,725	3,198,725	2,001,015.8	1,794,164.96	831,225.48	404,708.95	300,000	200,000	0	0	0	0	0	0	0	0	105,000,000	85,000,000	0	0	0	0	105,000,000	85,000,000	0	0	131,605,587.56	130,417,382.02	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	800,000	700,000	300,000	0	0	0	0	0	0	0	0	531,225.48	204,708.95	14,300,000	13,500,000	25,435,797.24	44,027,926.01	132,436,813.04	130,822,090.97	131,605,587.56	130,417,382.02	2015	271
386	东莞市教育基金会		0.00		0.00		18,429,473.85		0.00		3,429,473.85		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		15,000,000.00		0.00		0.00		15,000,000.00		0.00		18,429,473.85		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		3,429,473.85		18,429,473.85		18,429,473.85	2015	3347
387	甘肃省扶贫基金会	0	0	0	0	9,861,706.62	10,066,805.19	0	0	1,149,824.42	1,362,576.99	0	0	1,514,575.96	1,529,737.96	925,315.9	925,315.9	62,564.1	62,564.1	0	0	987,880	987,880	925,315.9	925,315.9	1,339,775.96	1,354,937.96	0	0	0	0	174,800	174,800	-2,655,401.49	-2,655,401.49	174,800	174,800	5,761,199.84	5,761,199.84	0	0	0	0	5,761,199.84	5,761,199.84	0	0	8,347,130.66	8,537,067.23	0	0	0	0	366,948.2	362,874.2	71,591.82	63,937.82	0.0	0	0	0	0	0	0	0	1,822,625.76	1,822,625.76	131,148.88	131,148.88	0	0	965,727.76	984,966.76	7,100	7,100	0	-3	0	0	3,175,190.88	3,380,289.45	9,861,706.62	10,066,805.19	11,002,532.15	11,192,468.72	2015	2701
388	甘肃省改革发展研究基金会																																																																																					2015	2702
389	广州市人口福利基金会		0.00		0.00		14,586,367.75		0.00		4,890,598.75		0.00		1,009,999.57		3,885,769.00		0.00		0.00		3,885,769.00		3,885,769.00		1,009,999.57				0.00		0.00		0.00		0.00		0.00		0.00		5,800,000.00		5,800,000.00		0.00		13,576,368.18		0.00		0.00		0.00		0.00		0.00		0.00		0.00		10,000.00		0.00				0.00		1,009,999.57		0.00		0.00		0.00		4,900,598.75		14,586,367.75		13,576,368.18	2015	1584
390	甘肃盛彤笙畜牧兽医科学基金会																																																																																					2015	2694
391	广东省吴远溪慈善基金会																																																																																					2015	1462
392	甘肃省青少年发展基金会	0	0	0	0	12,352,153.25	0	0	0	12,293,825.95	0	0	0	0	0	34,707.3	0	98,981.52	0	0	0	133,688.82	0	34,707.3	0	0	0	0	0	0	0	0	0	12,080,646.53	0	0	0	0	0	0	0	0	0	0	0	0	0	12,352,153.25	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	23,620	0	0	0	0	0	0	0	0	0	0	0	12,317,445.95	0	12,352,153.25	0	271,506.72	0	2015	2712
393	汕头市见义勇为基金会		0.00		0.00		4,525,522.43		0.00		4,352,023.42		0.00		0.00		173,499.01		57,501.99		0.00		231,001.00		173,499.01		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		4,525,522.43		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		4,352,023.42		4,525,522.43		4,525,522.43	2015	1883
394	泰安市教育基金会	0	0	0	0	4,093,216.95	4,808,002.17	0	0	93,216.95	598,002.17	0	0	8,000	8,000	0	0	0	0	0	0	0	0	0	0	8,000	8,000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,085,216.95	4,800,002.17	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	4,000,000	4,210,000	0	0	0	0	8,000	8,000	0	0	0	0	0	0	4,093,216.95	4,808,002.17	4,093,216.95	4,808,002.17	4,085,216.95	4,800,002.17	2015	2178
395	湛江市见义勇为基金会		0.00		0.00		6,022,441.01		0.00		5,951,607.77		0.00		0.00		40,833.24		21,236.76		0.00		62,070.00		40,833.24		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		6,022,441.01		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		30,000.00				0.00		0.00		0.00		0.00		0.00		5,981,607.77		6,022,441.01		6,022,441.01	2015	2636
396	宁夏陈逢干大学生助学基金会																																																																																					2015	1154
397	龙川县教育发展基金会		0.00		0.00		6,326,677.46		0.00		2,311,660.66		0.00		0.00		15,016.80		0.00		0.00		15,016.80		15,016.80		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		6,326,677.46		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		4,000,000.00		6,311,660.66		6,326,677.46		6,326,677.46	2015	3343
398	宁夏银川大学教育发展基金会		0.00		0.00		9,911,040.75		0.00		6,381,691.75		0.00		0.00		36,509.00		131,439.00		0.00		167,948.00		36,509.00		0.00				0.00		0.00		6,291,676.00		0.00		0.00		0.00		0.00		0.00		0.00		9,911,040.75		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		3,492,840.00				0.00		0.00		0.00		0.00		0.00		9,874,531.75		9,911,040.75		3,619,364.75	2015	3348
399	广东省利海绿色基金会																																																																																					2015	3349
400	宁夏回族自治区残疾人福利基金会		0.00		0.00		18,505,938.48		0.00		10,860,895.94		0.00		41,500.00		527,223.74		566,494.26		0.00		1,093,718.00		527,223.74		41,500.00				0.00		0.00		468,422.81		0.00		0.00		0.00		0.00		0.00		0.00		18,464,438.48		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		899,238.30				0.00		41,500.00		0.00		0.00		0.00		17,978,714.74		18,505,938.48		17,996,015.67	2015	3350
401	广东省绿景慈善基金会		0.00		0.00		2,013,479.89		0.00		2,013,479.89		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,013,479.89		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,013,479.89		2,013,479.89		2,013,479.89	2015	3351
402	宁夏科技创业基金会		0.00		0.00		18,459,285.36		0.00		15,741,005.36		0.00		0.00		368,280.00		0.00		0.00		368,280.00		368,280.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		900,000.00		900,000.00		0.00		18,459,285.36		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,450,000.00				0.00		0.00		0.00		0.00		0.00		17,191,005.36		18,459,285.36		18,459,285.36	2015	3352
403	广东省南粤广播电视发展基金会		0.00		0.00		8,055,541.21		0.00		8,055,526.21		0.00		50,552.40		0.00		0.00		0.00		0.00		0.00		50,552.40				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		8,004,988.81		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		15.00				0.00		50,552.40		0.00		0.00		0.00		8,055,541.21		8,055,541.21		8,004,988.81	2015	3353
404	宁夏煤炭职工扶贫济困基金会		0.00		0.00		9,497,305.76		0.00		9,497,305.76		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		9,497,305.76		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		9,497,305.76		9,497,305.76		9,497,305.76	2015	3354
405	滨州市黄河文化基金会	0	0	0	0	2,081,340.75	2,003,011.78	0	0	80,983.75	2,654.78	0	0	0	0	357	357	18,703	18,703	0	0	19,060	19,060	357	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,081,340.75	2,003,011.78	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	2,000,000	2,000,000	0	0	0	0	0	0	0	0	0	0	0	0	2,080,983.75	2,002,654.78	2,081,340.75	2,003,011.78	2,081,340.75	2,003,011.78	2015	2641
406	深圳市教育发展基金会		0.00		0.00		191,616,104.47		0.00		178,434,142.89		0.00		19,999,503.21		29,390.58		170,708.14		0.00		200,098.72		29,390.58		19,999,503.21				0.00		0.00		57,346,048.96		0.00		0.00		0.00		13,025,725.38		13,025,725.38		0.00		174,586,601.26		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		62,819.62				0.00		19,557,491.83		0.00		442,011.38		0.00		178,560,988.51		194,586,104.47		117,240,552.30	2015	3355
407	宁夏青少年发展基金会		0.00		0.00		15,950,914.28		0.00		15,544,724.05		0.00		287,267.00		57,523.71		125,403.28		0.00		182,926.99		57,523.71		287,267.00				0.00		0.00		11,968,715.13		0.00		0.00		0.00		0.00		0.00		0.00		15,663,647.28		0.00		0.00		0.00		0.00		0.00		0.00		0.00		45,200.00		303,466.52				0.00		287,267.00		0.00		0.00		0.00		15,893,390.57		15,950,914.28		3,694,932.15	2015	3356
408	宁夏文学艺术基金会		0.00		0.00		4,388,138.79		0.00		4,341,763.13		0.00		17,139.00		1,831.66		9,468.34		0.00		11,300.00		1,831.66		17,139.00				0.00		0.00		2,500,000.00		0.00		0.00		0.00		0.00		0.00		0.00		4,370,999.79		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		44,544.00				0.00		8,059.00		0.00		0.00		0.00		4,386,307.13		4,388,138.79		1,870,999.79	2015	3357
409	宁夏医学科研教育基金会		0.00		0.00		4,924,573.87		0.00		3,853,560.37		0.00		1,820.00		0.00		0.00		0.00		0.00		0.00		1,820.00				0.00		0.00		0.00		0.00		0.00		0.00		1,000,000.00		1,000,000.00		0.00		4,922,753.87		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		71,013.50				0.00		1,820.00		0.00		0.00		0.00		3,924,573.87		4,924,573.87		4,922,753.87	2015	3358
410	惠来县教育基金会		0.00		0.00		5,111,693.16		0.00		3,344,100.86		0.00		0.00		215,592.30		0.00		0.00		215,592.30		215,592.30		0.00				0.00		0.00		0.00		0.00		1,200,000.00		0.00		162,000.00		1,362,000.00		0.00		5,111,693.16		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		190,000.00				0.00		0.00		0.00		0.00		0.00		3,534,100.86		5,111,693.16		5,111,693.16	2015	3359
411	宁夏回族自治区见义勇为基金会		0.00		0.00		6,252,674.22		0.00		6,252,674.22		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		5,320,000.00		0.00		0.00		0.00		0.00		0.00		0.00		6,252,674.22		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		6,252,674.22		6,252,674.22		932,674.22	2015	3360
412	宁夏回族自治区扶贫基金会		0.00		0.00		103,593,443.07		0.00		102,695,960.69		0.00		4,000,000.00		156,482.38		45,471.62		0.00		201,954.00		156,482.38		4,000,000.00				0.00		0.00		98,296,562.24		0.00		0.00		0.00		581,000.00		581,000.00		0.00		99,593,443.07		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		160,000.00				0.00		4,000,000.00		0.00		0.00		0.00		102,855,960.69		103,593,443.07		1,296,880.83	2015	3361
413	宁夏中小学幼儿教师奖励基金会																																																																																					2015	3362
414	深圳市社会福利基金会		0.00		0.00		32,978,061.65		100,000.00		824,461.79		0.00		2,829,158.77		21,698.36		328,703.04		0.00		350,401.40		121,698.36		2,829,158.77				0.00		0.00		21,065,516.47		0.00		0.00		0.00		20,500,000.00		20,500,000.00		0.00		30,148,902.88		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		11,521,415.50				0.00		2,814,408.92		14,345.00		404.85		0.00		12,356,363.29		32,978,061.65		9,083,386.41	2015	3363
415	山东省人口关爱基金会	0	0	0	0	13,265,994.05	13,902,098.15	0	0	8,922,526.93	9,410,018.99	0	0	0	140,000	3,822.3	3,434.34	68,756.7	69,144.66	0	0	72,579	72,579	3,822.3	3,434.34	0	140,000	0	0	0	0	0	0	660,000	660,000	0	0	0	0	0	0	0	0	0	0	0	0	13,265,994.05	13,762,098.15	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	217,144.82	217,144.82	2,500	2,500	0	0	0	140,000	0	0	0	0	4,120,000	4,269,000	13,262,171.75	13,898,663.81	13,265,994.05	13,902,098.15	12,605,994.05	13,102,098.15	2015	1285
416	宁夏回族自治区妇女儿童发展基金会		0.00		0.00		14,325,808.55		0.00		4,295,219.40		0.00		0.00		107,929.15		211,270.85		0.00		319,200.00		107,929.15		0.00				0.00		0.00		14,206,214.15		0.00		0.00		0.00		0.00		0.00		0.00		14,325,808.55		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		9,922,660.00				0.00		0.00		0.00		0.00		0.00		14,217,879.40		14,325,808.55		119,594.40	2015	3364
417	宁夏回族自治区公安民警英烈基金会		0.00		0.00		8,256,134.04		0.00		8,256,134.04		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		4,852,128.51		0.00		0.00		0.00		0.00		0.00		0.00		8,256,134.04		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		8,256,134.04		8,256,134.04		3,404,005.53	2015	3365
418	深圳市社会公益基金会		0.00		0.00		18,242,613.32		0.00		13,359,873.26		0.00		914,428.60		699,740.06		39,082.84		0.00		738,822.90		699,740.06		914,428.60				0.00		0.00		16,358,584.76		0.00		0.00		0.00		0.00		0.00		0.00		17,328,184.72		0.00		0.00		0.00		133,000.00		0.00		0.00		700,000.00		4,050,000.00		0.00				0.00		120,000.00		89,050.00		5,378.60		0.00		17,542,873.26		18,242,613.32		969,599.96	2015	3366
419	深圳市拥军优属基金会		0.00		0.00		12,485,790.67		0.00		7,456,895.12		0.00		146,699.52		2,895.55		0.00		0.00		2,895.55		2,895.55		146,699.52				0.00		0.00		5,366,641.42		0.00		0.00		0.00		5,000,000.00		5,000,000.00		0.00		12,339,091.15		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		16,000.00				0.00		146,699.52		0.00		0.00		0.00		7,482,895.12		12,485,790.67		6,972,449.73	2015	3367
420	四会市教育基金会		0.00		0.00		4,698,390.43		0.00		4,698,390.43		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		4,541,862.45		0.00		0.00		0.00		0.00		0.00		0.00		4,698,390.43		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		4,698,390.43		4,698,390.43		156,527.98	2015	3368
421	宁夏银川市残疾人福利基金会		0.00		0.00		4,152,235.52		0.00		1,152,235.52		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		4,152,235.52		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		3,000,000.00				0.00		0.00		0.00		0.00		0.00		4,152,235.52		4,152,235.52		4,152,235.52	2015	3369
422	银川市人民群众见义勇为基金会		0.00		0.00		4,346,733.35		0.00		4,345,746.27		0.00		0.00		987.08		8,092.92		0.00		9,080.00		987.08		0.00				0.00		0.00		4,343,779.66		0.00		0.00		0.00		0.00		0.00		0.00		4,346,733.35		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		4,345,746.27		4,346,733.35		2,953.69	2015	3370
423	宁夏盐池教育发展基金会		0.00		0.00		16,311,879.00		0.00		16,274,349.00		0.00		0.00		37,530.00		0.00		0.00		37,530.00		37,530.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		16,311,879.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		16,274,349.00		16,311,879.00		16,311,879.00	2015	3371
424	广东省文物保护基金会		0.00		0.00		2,200,809.28		0.00		2,186,380.24		0.00		0.00		14,429.04		27,454.96		0.00		41,884.00		14,429.04		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,200,809.28		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,186,380.24		2,200,809.28		2,200,809.28	2015	3372
425	中国华文教育基金会	0	0	0	0	77,079,590.72	58,940,045.66	0	0	73,522,419.06	57,766,122.3	0	0	687,836.09	748,392.91	156,271.66	73,023.36	999,733.34	1,077,903.64	0	0	1,156,005	1,150,927	156,271.66	73,023.36	687,836.09	748,392.91	0	0	0	0	0	0	2,000,000	2,000,000	0	0	0	0	0	0	0	0	0	0	0	0	76,391,754.63	58,191,652.75	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	3,400,900	1,100,900	0	0	0	0	683,952.31	743,551.37	0	0	3,883.78	4,841.54	0	0	76,923,319.06	58,867,022.3	77,079,590.72	58,940,045.66	74,391,754.63	56,191,652.75	2015	219
426	汕头市澄海区教育基金会		0.00		0.00		7,455,466.80		0.00		7,455,466.80		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		7,455,466.80		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		7,455,466.80		7,455,466.80		7,455,466.80	2015	3373
427	新疆妇女儿童发展基金会		0.00		0.00		37,014,269.55		0.00		24,989,694.28		0.00		2,994,500.00		23,285.00		85,728.00		0.00		109,013.00		23,285.00		2,994,500.00				0.00		0.00		30,378,956.11		0.00		0.00		0.00		0.00		0.00		0.00		34,019,769.55		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		3,301,290.27				0.00		2,994,500.00		0.00		0.00		8,700,000.00		36,990,984.55		37,014,269.55		3,640,813.44	2015	3374
428	广东省林若熹艺术基金会		0.00		0.00		1,280,425.32		0.00		1,068,279.11		0.00		3,800.00		212,146.21		3,249.79		0.00		215,396.00		212,146.21		3,800.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,276,625.32		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		3,800.00		0.00		0.00		1,068,279.11		1,280,425.32		1,276,625.32	2015	3375
429	深圳市弘法寺慈善功德基金会		0.00		0.00		1,629,421.49		0.00		864,638.38		0.00		156,597.00		44,276.99		19,222.01		0.00		63,499.00		44,276.99		156,597.00				0.00		0.00		1,344,689.47		0.00		0.00		0.00		0.00		0.00		0.00		1,472,824.49		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		720,506.12				0.00		140,167.00		16,430.00		0.00		0.00		1,585,144.50		1,629,421.49		128,135.02	2015	3376
430	新疆巴音郭楞蒙古自治州送温暖工程基金会		0.00		0.00		9,633,661.80		0.00		2,156,125.94		0.00		0.00		1,993,372.56		0.00		0.00		1,993,372.56		1,993,372.56		0.00				0.00		0.00		0.00		0.00		0.00		0.00		350,000.00		350,000.00		0.00		9,633,661.80		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		5,134,163.30				0.00		0.00		0.00		0.00		0.00		7,290,289.24		9,633,661.80		9,633,661.80	2015	3377
431	新疆维吾尔自治区残疾人福利基金会		0.00		0.00		7,331,191.39		0.00		7,225,425.69		0.00		0.00		39,395.00		0.00		0.00		39,395.00		39,395.00		0.00				0.00		0.00		6,686,294.68		0.00		0.00		0.00		0.00		0.00		15,000.00		7,331,191.39		0.00		0.00		0.00		0.00		0.00		0.00		0.00		370.70		51,000.00				0.00		0.00		0.00		0.00		0.00		7,276,796.39		7,331,191.39		644,896.71	2015	3378
432	广东省骏安慈善基金会		0.00		0.00		1,105,474.21		0.00		1,105,474.21		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,105,474.21		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		1,105,474.21		1,105,474.21		1,105,474.21	2015	3379
433	广东省大成慈善基金会		0.00		0.00		28,936,538.47		0.00		27,936,103.53		0.00		0.00		434.94		14,063.06		0.00		14,498.00		434.94		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		28,936,538.47		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		1,000,000.00		28,936,103.53		28,936,538.47		28,936,538.47	2015	3380
434	新疆维吾尔自治区迪丽娜尔文化艺术交流发展基金会		0.00		0.00		4,042,942.25		0.00		2,643,153.61		40,499.90		491,933.90		481,497.74		0.00		0.00		481,497.74		481,497.74		491,933.90				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		3,551,008.35		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		877,791.00				0.00		491,933.90		0.00		0.00		0.00		3,561,444.51		4,042,942.25		3,551,008.35	2015	3381
435	淄博市淄川区杨寨爱心救助基金会	0	0	0	0	2,180,821.73	2,137,423.26	0	0	180,821.73	137,423.26	0	0	0	0	0	0	1,875	1,875	0	0	1,875	1,875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,180,821.73	2,137,423.26	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,000,000	2,000,000	2,180,821.73	2,137,423.26	2,180,821.73	2,137,423.26	2,180,821.73	2,137,423.26	2015	2379
436	深圳市腾邦慈善基金会		0.00		0.00		3,209,451.23		0.00		3,209,451.23		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		3,209,451.23		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		3,209,451.23		3,209,451.23		3,209,451.23	2015	3382
437	广东省广东警官学院教育发展基金会		0.00		0.00		3,956,520.59		0.00		3,956,520.59		0.00		70,732.50		0.00		0.00		0.00		0.00		0.00		70,732.50				0.00		0.00		4,000.00		0.00		0.00		0.00		0.00		0.00		0.00		3,885,788.09		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		70,732.50		0.00		0.00		0.00		3,956,520.59		3,956,520.59		3,881,788.09	2015	3383
438	新疆维吾尔自治区教育基金会																																																																																					2015	3384
439	广东省妇女儿童基金会		0.00		0.00		29,559,445.06		0.00		29,509,299.95		0.00		11.08		50,145.11		186,234.33		0.00		236,379.44		50,145.11		11.08				0.00		0.00		22,290,249.62		0.00		0.00		0.00		0.00		0.00		0.00		29,559,433.98		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		11.08		0.00		29,509,299.95		29,559,445.06		7,269,184.36	2015	3385
440	新疆维吾尔自治区克拉玛依12.8专项基金会																																																																																					2015	3386
441	新疆维吾尔自治区蓝盾基金会																																																																																					2015	3387
