	ba_cn	ind_year	ricf_oid	ba_uscc	nm_offi
341	上海木兰教育基金会	2015	114	53310000501780180N	上海木兰教育基金会
342	上海民建扶帮公益基金会	2013	115	53310000501781036M	上海民建扶帮公益基金会
343	上海民建扶帮公益基金会	2014	115	53310000501781036M	上海民建扶帮公益基金会
344	上海民建扶帮公益基金会	2015	115	53310000501781036M	上海民建扶帮公益基金会
345	上海民生公益基金会	2013	116	53310000501781204P	上海民生公益基金会
346	上海民生公益基金会	2014	116	53310000501781204P	上海民生公益基金会
347	上海民生公益基金会	2015	116	53310000501781204P	上海民生公益基金会
348	上海民生艺术基金会	2013	117	533100005017814232	上海民生艺术基金会
349	上海民生艺术基金会	2014	117	533100005017814232	上海民生艺术基金会
350	上海民生艺术基金会	2015	117	533100005017814232	上海民生艺术基金会
351	上海水资源保护基金会	2013	118	533100005017804554	上海水资源保护基金会
352	上海水资源保护基金会	2014	118	533100005017804554	上海水资源保护基金会
353	上海水资源保护基金会	2015	118	533100005017804554	上海水资源保护基金会
354	上海汇添富公益基金会	2013	119	533100005017811912	上海汇添富公益基金会
355	上海汇添富公益基金会	2014	119	533100005017811912	上海汇添富公益基金会
356	上海汇添富公益基金会	2015	119	533100005017811912	上海汇添富公益基金会
357	上海汉庭社会公益基金会	2013	120	533100005017808698	上海汉庭社会公益基金会
358	上海汉庭社会公益基金会	2014	120	533100005017808698	上海汉庭社会公益基金会
359	上海汉庭社会公益基金会	2015	120	533100005017808698	上海汉庭社会公益基金会
360	上海汤臣慈善基金会	2013	121	53310000501782143A	上海汤臣慈善基金会
361	上海汤臣慈善基金会	2014	121	53310000501782143A	上海汤臣慈善基金会
362	上海汤臣慈善基金会	2015	121	53310000501782143A	上海汤臣慈善基金会
363	上海汽车工业教育基金会	2013	122	533100005017738885	上海汽车工业教育基金会
364	上海汽车工业教育基金会	2014	122	533100005017738885	上海汽车工业教育基金会
365	上海汽车工业教育基金会	2015	122	533100005017738885	上海汽车工业教育基金会
366	上海汽车工业科技发展基金会	2013	123	53310000501776472G	上海汽车工业科技发展基金会
367	上海汽车工业科技发展基金会	2014	123	53310000501776472G	上海汽车工业科技发展基金会
368	上海汽车工业科技发展基金会	2015	123	53310000501776472G	上海汽车工业科技发展基金会
369	上海沪利历史建筑和都市改造基金会	2013	124	53310000501780770P	上海沪利历史建筑和都市改造基金会
370	上海沪利历史建筑和都市改造基金会	2014	124	53310000501780770P	上海沪利历史建筑和都市改造基金会
371	上海沪利历史建筑和都市改造基金会	2015	124	53310000501780770P	上海沪利历史建筑和都市改造基金会
372	上海浦东新区社会发展基金会	2013	125	5331000050177539X9	上海浦东新区社会发展基金会
373	上海浦东新区社会发展基金会	2014	125	5331000050177539X9	上海浦东新区社会发展基金会
374	上海浦东新区社会发展基金会	2015	125	5331000050177539X9	上海浦东新区社会发展基金会
375	上海浦发公益基金会	2013	126	5331000050178064XQ	上海浦发公益基金会
376	上海浦发公益基金会	2014	126	5331000050178064XQ	上海浦发公益基金会
377	上海浦发公益基金会	2015	126	5331000050178064XQ	上海浦发公益基金会
378	上海海事大学教育发展基金会	2013	127	53310000501782194J	上海海事大学教育发展基金会
379	上海海事大学教育发展基金会	2014	127	53310000501782194J	上海海事大学教育发展基金会
380	上海海事大学教育发展基金会	2015	127	53310000501782194J	上海海事大学教育发展基金会
381	上海海洋大学教育发展基金会	2013	128	53310000501781941A	上海海洋大学教育发展基金会
382	上海海洋大学教育发展基金会	2014	128	53310000501781941A	上海海洋大学教育发展基金会
383	上海海洋大学教育发展基金会	2015	128	53310000501781941A	上海海洋大学教育发展基金会
384	上海淑德公益基金会	2013	129	533100005017822078	上海淑德公益基金会
385	上海淑德公益基金会	2014	129	533100005017822078	上海淑德公益基金会
386	上海淑德公益基金会	2015	129	533100005017822078	上海淑德公益基金会
387	上海特殊关爱基金会	2013	130	53310000501780703R	上海特殊关爱基金会
388	上海特殊关爱基金会	2014	130	53310000501780703R	上海特殊关爱基金会
389	上海特殊关爱基金会	2015	130	53310000501780703R	上海特殊关爱基金会
390	上海现代服务业发展研究基金会	2013	131	53310000501781853U	上海现代服务业发展研究基金会
391	上海现代服务业发展研究基金会	2014	131	53310000501781853U	上海现代服务业发展研究基金会
392	上海现代服务业发展研究基金会	2015	131	53310000501781853U	上海现代服务业发展研究基金会
393	上海理工大学教育发展基金会	2013	132	53310000501780009L	上海理工大学教育发展基金会
394	上海理工大学教育发展基金会	2014	132	53310000501780009L	上海理工大学教育发展基金会
395	上海理工大学教育发展基金会	2015	132	53310000501780009L	上海理工大学教育发展基金会
396	上海电力学院教育发展基金会	2013	133	53310000501781239A	上海电力学院教育发展基金会
397	上海电力学院教育发展基金会	2014	133	53310000501781239A	上海电力学院教育发展基金会
398	上海电力学院教育发展基金会	2015	133	53310000501781239A	上海电力学院教育发展基金会
399	上海百马慈善基金会	2013	134	53310000501780834M	上海百马慈善基金会
400	上海百马慈善基金会	2014	134	53310000501780834M	上海百马慈善基金会
401	上海百马慈善基金会	2015	134	53310000501780834M	上海百马慈善基金会
402	上海盛立公益基金会	2013	135	53310000501781933F	上海盛立公益基金会
403	上海盛立公益基金会	2014	135	53310000501781933F	上海盛立公益基金会
404	上海盛立公益基金会	2015	135	53310000501781933F	上海盛立公益基金会
405	上海真爱梦想公益基金会	2013	136	53310000501780738C	上海真爱梦想公益基金会
406	上海真爱梦想公益基金会	2014	136	53310000501780738C	上海真爱梦想公益基金会
407	上海真爱梦想公益基金会	2015	136	53310000501780738C	上海真爱梦想公益基金会
408	上海科技发展基金会	2013	137	53310000501772180D	上海科技发展基金会
409	上海科技发展基金会	2014	137	53310000501772180D	上海科技发展基金会
410	上海科技发展基金会	2015	137	53310000501772180D	上海科技发展基金会
411	上海科普教育发展基金会	2013	138	533100005017780990	上海科普教育发展基金会
412	上海科普教育发展基金会	2014	138	533100005017780990	上海科普教育发展基金会
413	上海科普教育发展基金会	2015	138	533100005017780990	上海科普教育发展基金会
414	上海立信会计学院潘序伦教育发展基金会	2013	139	53310000501782135F	上海立信会计学院潘序伦教育发展基金会
415	上海立信会计学院潘序伦教育发展基金会	2014	139	53310000501782135F	上海立信会计学院潘序伦教育发展基金会
416	上海立信会计学院潘序伦教育发展基金会	2015	139	53310000501782135F	上海立信会计学院潘序伦教育发展基金会
417	上海第一财经公益基金会	2013	140	53310000501782549K	上海第一财经公益基金会
418	上海第一财经公益基金会	2014	140	53310000501782549K	上海第一财经公益基金会
419	上海第一财经公益基金会	2015	140	53310000501782549K	上海第一财经公益基金会
420	上海美丽心灵社区公益基金会	2013	141	53310000501782127L	上海美丽心灵社区公益基金会
421	上海美丽心灵社区公益基金会	2014	141	53310000501782127L	上海美丽心灵社区公益基金会
422	上海美丽心灵社区公益基金会	2015	141	53310000501782127L	上海美丽心灵社区公益基金会
423	上海联劝公益基金会	2013	142	53310000501781108E	上海联劝公益基金会
424	上海联劝公益基金会	2014	142	53310000501781108E	上海联劝公益基金会
425	上海联劝公益基金会	2015	142	53310000501781108E	上海联劝公益基金会
426	上海联和新泰战略研究与发展基金会	2013	143	53310000501777846P	上海联和新泰战略研究与发展基金会
427	上海联和新泰战略研究与发展基金会	2014	143	53310000501777846P	上海联和新泰战略研究与发展基金会
428	上海联和新泰战略研究与发展基金会	2015	143	53310000501777846P	上海联和新泰战略研究与发展基金会
429	上海能近公益基金会	2013	144	533100005017802797	上海能近公益基金会
430	上海能近公益基金会	2014	144	533100005017802797	上海能近公益基金会
431	上海能近公益基金会	2015	144	533100005017802797	上海能近公益基金会
432	上海视觉艺术学院教育发展基金会	2013	145	53310000501782223X	上海视觉艺术学院教育发展基金会
433	上海视觉艺术学院教育发展基金会	2014	145	53310000501782223X	上海视觉艺术学院教育发展基金会
434	上海视觉艺术学院教育发展基金会	2015	145	53310000501782223X	上海视觉艺术学院教育发展基金会
435	上海财经大学教育发展基金会	2013	146	53310000501780797F	上海财经大学教育发展基金会
436	上海财经大学教育发展基金会	2014	146	53310000501780797F	上海财经大学教育发展基金会
437	上海财经大学教育发展基金会	2015	146	53310000501780797F	上海财经大学教育发展基金会
438	上海郑桓公文化研究基金会	2013	147	53310000501781407C	上海郑桓公文化研究基金会
439	上海郑桓公文化研究基金会	2014	147	53310000501781407C	上海郑桓公文化研究基金会
440	上海郑桓公文化研究基金会	2015	147	53310000501781407C	上海郑桓公文化研究基金会
441	上海金山卫镇为民大病重病帮扶基金会	2013	148		
442	上海金山卫镇为民大病重病帮扶基金会	2014	148		
443	上海金山卫镇为民大病重病帮扶基金会	2015	148		
444	上海钟笑炉集邮基金会	2013	149	53310000501772463M	上海钟笑炉集邮基金会
445	上海钟笑炉集邮基金会	2014	149	53310000501772463M	上海钟笑炉集邮基金会
446	上海钟笑炉集邮基金会	2015	149	53310000501772463M	上海钟笑炉集邮基金会
447	上海长江出版交流基金会	2013	150	53310000501780113Q	上海长江出版交流基金会
448	上海长江出版交流基金会	2014	150	53310000501780113Q	上海长江出版交流基金会
449	上海长江出版交流基金会	2015	150	53310000501780113Q	上海长江出版交流基金会
450	上海阎宝航社会公益基金会	2013	151	533100005017679201	上海阎宝航社会公益基金会
451	上海阎宝航社会公益基金会	2014	151	533100005017679201	上海阎宝航社会公益基金会
452	上海阎宝航社会公益基金会	2015	151	533100005017679201	上海阎宝航社会公益基金会
453	上海阮仪三城市遗产保护基金会	2013	152	53310000501779999A	上海阮仪三城市遗产保护基金会
