机构ID	机构名称	数据年度	本年度捐赠收入_现金	来自境内的捐赠_现金	来自境内自然人的捐赠_现金	来自境内法人或者其他组织的捐赠_现金	来自境外的捐赠_现金	来自境外自然人的捐赠_现金	来自境外法人或者其他组织的捐赠_现金	接受非公益性捐赠情况_现金	本年度捐赠收入_非现金	来自境内的捐赠_非现金	来自境内自然人的捐赠_非现金	来自境内法人或者其他组织的捐赠_非现金	来自境外的捐赠_非现金	来自境外自然人的捐赠_非现金	来自境外法人或者其他组织的捐赠_非现金	接受非公益性捐赠情况_非现金	上年度基金余额	本年度总支出	本年度用于公益事业的支出	工作人员工资福利支出	行政办公支出	其他支出	捐赠主体ID	捐赠主体名称	捐赠额_现金_限定	捐赠额_非现金_限定	捐赠额_现金_非限定	捐赠额_非现金_非限定	用途
ricf_id	ba_cn 	fp_yr	ao_ad	ao_dd	ao_ddc	ao_ddi	ao_od	ao_odn	ao_odi	ao_nni	ao_adn	ao_ddn	ao_ddnn	ao_ddin	ao_odnn	ao_odnn	ao_odin	ao_nnin	ao_lst	ao_ate	ao_cc	ao_slr	ao_adex	ao_othex	ao_did	ao_dn	ao_dcae	ao_ncae	ao_dcan	ao_ncan	ao_use
1717	招商局慈善基金会	2014	40,182,205.96	40,182,205.96	682,205.96	39,500,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		42,138,813.11	41,484,912.03	272,478.78	379,029.13	2,393.17							
1718	揭阳市大学生发展基金会	2014	6,349,605.48	6,109,605.48	733,353.98	5,376,251.50	240,000.00	240,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		5,676,282.88	5,529,501.70	101,200.00	45,581.18	0.00							
1724	攀枝花市关心下一代基金会	2014	1,988,137.00	1,988,137.00	284,112.00	1,704,025.00	0.00	0.00	0.00	0.00	80,000.00	80,000.00	0.00	80,000.00	0.00	0.00	0.00	0.00		1,977,913.78	1,878,338.50	90,182.40	9,392.88	0.00							
1725	文成县人民教育基金会	2014	152,000.00	152,000.00	0.00	152,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,614,560.19	1,608,000.00	0.00	6,560.19	0.00							
1726	文成县社会组织发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		380.00	0.00	0.00	0.00	380.00							
1727	文成县陈伯远教育基金会	2014	575,000.00	575,000.00	325,000.00	250,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		632,018.90	1,050,901.00	0.00	6,290.00	0.00							
1729	新乡市教育基金会	2014	6,721,227.00	6,721,227.00	0.00	6,721,227.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,682,673.60	1,638,408.90	32,400.00	11,864.70	0.00							
1730	新乡市环卫爱心基金会	2014	35,000.00	35,000.00	35,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		310,340.30	299,300.00	0.00	11,040.30	0.00							
1732	新化县教育基金会	2014	449,000.00	449,000.00	0.00	449,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,724,845.50	1,656,797.00	52,000.00	16,048.50	0.00							
1733	新奥公益慈善基金会	2014	43,720,080.60	43,720,080.60	630,830.00	43,089,250.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		40,833,073.69	40,514,700.00	0.00	333,421.09	16,068.00							
1734	新昌县人民教育基金会	2014	4,139,621.00	4,139,621.00	4,139,621.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		4,658,171.70	4,502,520.70	34,780.00	120,871.00	0.00							
1735	新昌县道才公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,000,222.07	1,000,000.00	0.00	0.00	222.07							
1736	新昌爱莲美丽乡村基金会	2014	3,500,000.00	3,500,000.00	0.00	3,500,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		925,440.00	893,221.00	0.00	31,715.00	504.00							
1737	新沂市慈善基金会	2014	8,975,123.00	8,975,123.00	5,600.00	8,969,523.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		6,949,170.54	6,810,226.00	99,935.79	25,618.25	13,390.50							
1738	新沂市教育发展基金会	2014	1,050,000.00	1,050,000.00	0.00	1,050,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00							
1739	新沂市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		33,011.00	0.00	33,011.00	0.00	0.00							
1740	新疆农业大学教育发展基金会	2014	2,168,509.00	2,168,509.00	33,500.00	2,135,009.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,040,988.35	1,000,000.00	0.00	40,218.96	769.39							
1741	新疆夕阳爱心基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00							
1742	新疆大学教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	300,000.00	300,000.00	0.00	300,000.00	0.00	0.00	0.00	0.00		705,198.51	600,000.00	8,904.36	0.00	96,294.15							
1743	新疆汇嘉十分孝心基金会	2014	2,624,608.96	2,624,608.96	75,000.00	2,549,608.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,196,644.42	2,012,427.24	155,606.29	417.40	28,193.49							
1744	新疆溢达杨元龙教育基金会	2014	765,662.96	765,662.96	18,590.00	747,072.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,933,391.14	1,864,089.32	50,820.00	1,880.00	16,601.82							
1745	新疆生产建设兵团农二师华山中学教育基金会	2014	3,083,052.90	3,053,052.90	553,052.90	2,500,000.00	30,000.00	0.00	30,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,198,348.98	1,010,282.70	187,596.28	0.00	470.00							
1746	新疆生产建设兵团青少年发展基金会	2014	6,475,367.45	6,475,367.45	293,067.00	6,182,300.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		5,651,493.81	5,651,493.81	0.00	0.00	0.00							
1748	新疆红石慈善基金会	2014	1,289,564.13	1,289,564.13	1,289,564.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,615,214.24	1,529,106.90	50,068.00	32,239.34	3,800.00							
1749	新疆维吾尔自治区心田社会公益基金会	2014	1,200,000.00	1,200,000.00	1,200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		424,624.25	404,490.35	0.00	20,091.40	42.50							
1750	新疆维吾尔自治区新勇教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,428,576.38	2,000,000.00	428,144.59	0.00	431.79							
1752	新疆维吾尔自治区资助教育基金会	2014	1,934,857.79	1,934,857.79	5,801.20	1,929,056.59	0.00	0.00	0.00	0.00	1,286,402.80	1,286,402.80	0.00	1,286,402.80	0.00	0.00	0.00	0.00		4,182,399.44	3,995,100.88	188,292.68	-994.12	0.00							
1754	新疆青年创业就业基金会	2014	787,866.50	787,866.50	34,961.00	752,905.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		605,310.50	535,000.00	40,634.00	29,676.50	0.00							
1755	无锡公安大病特困救助基金会	2014	66,499,374.14	66,499,374.14	0.00	66,499,374.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		11,086,608.23	10,917,747.14	48,000.00	60,216.89	60,644.20							
1756	无锡华地慈善基金会	2014	4,604,049.42	2,604,049.42	324,049.42	2,280,000.00	2,000,000.00	2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,737,245.28	1,626,580.10	0.00	51,341.18	59,324.00							
1757	无锡商业职业技术学院教育发展基金会	2014	38,000.00	38,000.00	0.00	38,000.00	0.00	0.00	0.00	0.00	10,000.00	10,000.00	0.00	10,000.00	0.00	0.00	0.00	0.00		1,013,685.50	1,009,263.00	0.00	422.50	4,000.00							
1758	无锡城市职业技术学院教育发展基金会	2014	1,184,364.50	1,184,364.50	34,047.00	1,150,317.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		10,194,017.41	10,173,998.41	0.00	19,824.00	195.00							
1759	无锡太湖文化发展基金会	2014	790,000.00	790,000.00	0.00	790,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,810,105.00	2,807,670.00	0.00	2,435.00	0.00							
1760	无锡市太湖禁毒基金会	2014	615,000.00	615,000.00	320,000.00	295,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		400,887.45	360,338.00	12,553.00	11,395.50	16,600.95							
1761	无锡市文化遗产保护基金会	2014	502,000.00	502,000.00	502,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,618,421.90	1,595,505.50	15,300.00	7,616.40	0.00							
1762	无锡市滨湖区慈善基金会	2014	28,558,967.60	28,558,967.60	28,558,967.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		20,606,528.46	20,025,370.60	256,010.00	279,579.81	45,568.05							
1763	无锡市见义勇为基金会	2014	100,000.00	100,000.00	0.00	100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,020,390.01	1,924,368.50	96,021.51	0.00	0.00							
1764	无锡灵山慈善基金会	2014	22,494,483.76	22,364,162.16	17,866,589.23	4,497,572.93	130,321.60	19,355.20	110,966.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		18,080,487.96	16,669,583.14	1,200,557.91	194,194.72	16,152.19							
1765	无锡职业技术学院教育发展基金会	2014	103,561.80	103,561.80	103,561.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,271,865.10	1,267,600.00	0.00	4,265.10	0.00							
1766	日照职业技术学院教育基金会	2014	867,613.70	867,613.70	0.00	867,613.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		236,587.00	232,835.00	0.00	3,752.00	0.00							
1767	昆山市党员关爱暨帮扶困难群众基金会	2014	6,058,741.90	6,058,741.90	6,058,741.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		11,686,340.05	11,560,000.00	67,500.00	54,370.05	4,470.00							
1768	昆山市慈善基金会	2014	9,012,766.05	8,805,835.55	1,802,553.21	7,003,282.34	206,930.50	0.00	206,930.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		35,099,858.72	34,440,080.12	404,991.32	242,699.39	12,087.89							
